antibody_id,origin,pdb_path,vh_vl_angle_deg,interface_n_pairs,interface_mean_dist_A,interface_min_dist_A,vernier_sasa_total,structure_errors,canonical_H1,canonical_H2,canonical_H3,canonical_L1,canonical_L2,canonical_L3,sequence_errors,pI,GRAVY,instability_index,net_charge_pH7,hydro_patch_max9,charge_patch_max7,agg_motifs,deamidation_sites,isomerization_sites,cmc_flags,immuno_risk_level,immuno_tcia_score,immuno_n_high,immuno_n_medium,immuno_n_tolerated,immuno_n_clusters
Verzistobart,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Verzistobart.pdb,87.07265541498825,54,4.739869477354522,2.5429635047912598,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.35,-0.278,44.0,1.8,0.556,3.0,0,2,1,,HIGH,0.7386,5,1,71,4
Vesencumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Vesencumab.pdb,83.40236083144163,83,4.536713053218343,0.8837034702301025,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.82,-0.241,42.2,3.8,0.556,3.0,0,1,1,,HIGH,0.7293,22,6,57,5
Vilamakitug,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Vilamakitug.pdb,73.98927900789057,65,4.680296224348275,1.5092055797576904,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.19,-0.317,39.6,-3.2,0.667,3.0,1,1,1,pI_unusually_low (5.19); hydro_patch_moderate (0.67),HIGH,0.5257,7,10,36,3
Vipalanebart,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Vipalanebart.pdb,83.91958466522227,72,4.715176988862475,2.3617711067199707,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.88,-0.2,48.6,1.1,0.667,3.0,0,2,0,hydro_patch_moderate (0.67),HIGH,0.7778,20,1,54,4
Vislarafusp,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Vislarafusp.pdb,84.05911861620015,72,4.703723296042411,2.418419599533081,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.61,-0.334,40.7,3.0,0.667,3.0,0,2,2,hydro_patch_moderate (0.67),HIGH,0.7245,30,4,32,5
Vixarelimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Vixarelimab.pdb,84.64740496264035,76,4.581244590250102,1.350111484527588,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.85,-0.354,41.2,-1.2,0.556,4.0,1,2,2,,HIGH,0.6577,33,6,16,5
Vixticibart,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Vixticibart.pdb,80.45193150099203,69,4.706326610701424,2.6823360919952393,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-8,,8.95,-0.389,47.4,4.8,0.667,3.0,2,2,1,hydro_patch_moderate (0.67),HIGH,0.5884,15,13,30,4
Vofatamab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Vofatamab.pdb,76.55317480636897,85,4.59606071960382,1.0570398569107056,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,5.86,-0.262,30.4,-1.1,0.667,3.0,0,1,1,hydro_patch_moderate (0.67),HIGH,0.7354,26,3,43,5
Volagidemab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Volagidemab.pdb,73.98526228017884,58,4.747416082685783,2.855703592300415,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.8,-0.41,50.5,4.0,0.778,3.0,0,2,2,hydro_patch_high (0.78),HIGH,0.7934,26,0,42,5
Vopikitug,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Vopikitug.pdb,83.0594977618711,67,4.709300447230897,2.127509593963623,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.32,-0.121,41.8,1.7,0.667,3.0,0,0,0,hydro_patch_moderate (0.67),HIGH,0.4762,2,4,69,3
Vulinacimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Vulinacimab.pdb,78.50885558504449,63,4.718633889109331,2.460639476776123,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.86,-0.253,51.1,3.9,0.556,3.0,0,2,2,,HIGH,0.7507,37,2,36,5
Xeligekimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Xeligekimab.pdb,81.42789713751367,62,4.75046173497443,2.890563488006592,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.17,-0.381,41.0,-1.0,0.667,3.0,0,3,1,hydro_patch_moderate (0.67),HIGH,0.7212,15,6,40,3
Zalifrelimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Zalifrelimab.pdb,85.11404349510748,68,4.619079528169499,1.0536973476409912,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.86,-0.222,38.8,3.8,0.556,3.0,0,2,1,,HIGH,0.7302,16,4,84,4
Zalutumumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Zalutumumab.pdb,81.05497105759386,71,4.69294047578473,2.1210622787475586,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,7.78,-0.244,41.3,0.8,0.778,3.0,0,3,3,hydro_patch_high (0.78),HIGH,0.715,14,2,65,5
Zanolimumab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Zanolimumab.pdb,85.89786089055733,73,4.64576461925063,2.3712379932403564,,,H1-10-1,H2-16-?,H3-7,L1-11-1,L2-7-1,L3-9,,8.63,-0.24,31.7,2.9,0.667,3.0,0,1,0,hydro_patch_moderate (0.67),HIGH,0.7071,3,1,82,1
Zeluvalimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Zeluvalimab.pdb,86.59120405249574,67,4.695589375194115,2.1578142642974854,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.98,-0.199,52.3,-0.0,0.778,3.0,0,2,0,hydro_patch_high (0.78),HIGH,0.5673,8,7,54,4
Zimberelimab,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Zimberelimab.pdb,83.3333516018669,68,4.632514684194812,0.944166898727417,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,6.12,-0.254,36.0,-1.1,0.556,4.0,2,2,1,,HIGH,0.6634,40,9,31,5
Zovostotug,natural_384,D:\InSynBio-AI-Research\Antibody_Engineer_Suite\data\structures\natural\Zovostotug.pdb,73.8837569421753,76,4.699299678680075,1.9159157276153564,,,H1-10-1,H2-16-?,H3-8,L1-11-1,L2-7-1,L3-9,,8.56,-0.402,51.1,2.9,0.667,3.0,0,2,2,hydro_patch_moderate (0.67),HIGH,0.6091,9,0,88,5
